,epoch,lr,betas,betas,eps,weight_decay,amsgrad,maximize,foreach,capturable,differentiable,fused,decoupled_weight_decay,initial_lr,|params|,|grad|,time,obj,loss,acc,loss,acc,loss,acc
112,111.0,0.0009,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,100.16215,0.06762546,8.475725,0.033351265,0.033351265,0.0,26.042135,0.0,26.126705,0.0
113,112.0,0.0009,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,100.41646,0.07721194,8.587338,0.033241678,0.033241678,0.0,25.939144,0.0,26.023039,0.0
114,113.0,0.0009,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,100.667885,0.08087643,8.629177,0.03315021,0.03315021,0.0,25.863388,0.0,25.94629,0.0
115,114.0,0.0009,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,100.91751,0.06946008,8.576102,0.03306655,0.03306655,0.0,25.800213,0.0,25.883514,0.0
116,115.0,0.0009,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,101.16695,0.06818344,8.518949,0.032982495,0.032982495,0.0,25.739262,0.0,25.822092,0.0
117,116.0,0.0009,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,101.41699,0.0687375,8.524779,0.03289869,0.03289869,0.0,25.69153,0.0,25.773388,0.0
118,117.0,0.0009,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,101.6641,0.07506794,8.479234,0.032826852,0.032826852,0.0,25.641191,0.0,25.722189,0.0
119,118.0,0.0009,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,101.90925,0.05956296,8.532583,0.0327504,0.0327504,0.0,25.590937,0.0,25.671387,0.0
120,119.0,0.0009,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,102.15046,0.07004486,9.408149,0.032678712,0.032678712,0.0,25.50725,0.0,25.586609,0.0
121,120.0,0.0009,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,102.38699,0.07021836,9.57628,0.032616057,0.032616057,0.0,25.477179,0.0,25.555262,0.0
122,121.0,0.0009,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,102.62298,0.06402214,9.402851,0.03254731,0.03254731,0.0,25.416904,0.0,25.49444,0.0
123,122.0,0.0009,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,102.85502,0.06695483,9.265085,0.032485172,0.032485172,0.0,25.397345,0.0,25.47415,0.0
